,Product,Reactants
35432,CC(C)(C)OC(=O)NC(CNC(=O)OCC[Si](C)(C)C)CC1CCCCC1,CC(C)(C)OC(=O)OC(OC(C)(C)C)=O.NC(CNC(=O)OCC[Si](C)(C)C)CC1CCCCC1
35433,COC(=O)c1ccc2c(c1)C(c1ccccc1)=CC2(C)C,COC(=O)c1ccc2c(c1)C(OS(=O)(=O)C(F)(F)F)=CC2(C)C.c1([Sn](CCCC)(CCCC)CCCC)ccccc1
35434,O=S(=O)(c1c2ccccc2cc2ccccc12)N1CCCNCC1,O=S(=O)(c1c2ccccc2cc2ccccc12)Cl.N1CCCNCC1
35435,COC(=O)C(CNC(=O)c1sccc1Cl)NC(=O)c1c(C)nc(NCCCc2cccc(O)c2)nc1C,COC(=O)C(CN)NC(=O)c1c(C)nc(NCCCc2cccc(O)c2)nc1C.C(=O)(c1sccc1Cl)O
35436,CC(C)(C)N1CCc2cc(O)ncc2C1,CC(C)(C)N1CCc2cc(OC)ncc2C1
35437,Clc1ccc2c(c1)CN(Cc1ccccn1)Cc1nnc(C3CCC(c4ccccc4)CC3)n1-2,Clc1ccc2c(c1)CNCc1nnc(C3CCC(c4ccccc4)CC3)n1-2.C(c1ccccn1)Br
35438,COC(=O)c1sc(-c2ccc(NC(=O)c3cocn3)cc2)cc1N(C(=O)C1CCC(C)CC1)C(C)C,COC(=O)c1sc(-c2ccc(N)cc2)cc1N(C(=O)C1CCC(C)CC1)C(C)C.C(=O)(c1cocn1)O
35439,Cc1cnc(Nc2cc(-c3ccnc(-n4ncc5cc(C(C)(C)C)cc(F)c5c4=O)c3CO)cn(C)c2=O)s1,Cc1cnc(Nc2cc(-c3ccnc(-n4ncc5cc(C(C)(C)C)cc(F)c5c4=O)c3C=O)cn(C)c2=O)s1
35440,Cc1c(N)cccc1-c1nc(N2CCOCC2)c2sccc2n1,Cc1c(N)cccc1B1OC(C)(C)C(C)(C)O1.c1(Cl)nc(N2CCOCC2)c2sccc2n1
35441,Nc1ccc2c(c1)C(=O)N(c1ccc3ccsc3c1)C2,[N+](c1ccc2c(c1)C(=O)N(c1ccc3ccsc3c1)C2)(=O)[O-]
35442,Cc1cc(CO)c2cccc(OCc3ccccc3)c2n1,Cc1cc(C=O)c2cccc(OCc3ccccc3)c2n1
35443,O=C(CCCBr)OCC1c2ccccc2-c2ccccc21,O=C(CCCBr)O.C(C1c2ccccc2-c2ccccc21)O
35444,COc1cc([N+](=O)[O-])ccc1SC,COc1cc([N+](=O)[O-])ccc1I.[S-]C
35445,CCC(C(=O)NCc1ccc(C(F)(F)F)cc1)c1cccc2cnccc12,CCC(C(=O)O)c1cccc2cnccc12.NCc1ccc(C(F)(F)F)cc1
35446,Cc1nc(NCCNC(=O)OC(C)(C)C)sc1C,CC(C(C)Br)=O.NC(NCCNC(=O)OC(C)(C)C)=S
35447,C=CCN(CCOc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(C)=O,C=CCNCCOc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12.C(C)(=O)Cl
35448,CN(CCO)C(=O)c1ccc(F)c(Cl)c1F,CN(CCO[Si](C(C)(C)C)(C)C)C(=O)c1ccc(F)c(Cl)c1F
35449,O=C(NCc1cccc2nc(NC3CCc4ccccc43)ccc12)c1ccc(F)cc1,O=C(c1ccc(F)cc1)Cl.NCc1cccc2nc(NC3CCc4ccccc43)ccc12
35450,COC(=O)Cc1ccc(-c2ccc(OC)cc2)c(Cl)c1,COC(=O)Cc1ccc(OS(=O)(=O)C(F)(F)F)c(Cl)c1.c1(B(O)O)ccc(OC)cc1
35451,CC(C)(C)OC(=O)N1CCc2nc3ccc(C#N)cc3c(Cl)c2C1,CC(C)(C)OC(=O)OC(OC(C)(C)C)=O.N1CCc2nc3ccc(C#N)cc3c(Cl)c2C1
35452,O=S(=O)(c1ccc(Nc2ncnc3c2CN(Cc2ccccc2)CC3)cc1)C(F)(F)F,O=S(=O)(c1ccc(N)cc1)C(F)(F)F.c1(Cl)ncnc2c1CN(Cc1ccccc1)CC2
35453,COC(=O)C1CNCCCN1S(=O)(=O)c1ccc(OC)cc1,COC(=O)C1CN(Cc2ccccc2)CCCN1S(=O)(=O)c1ccc(OC)cc1
35454,C=CCC(C#C[Si](C(C)C)(C(C)C)C(C)C)(OC(=O)c1ccc([N+](=O)[O-])cc1)C(F)(F)F,C=CCC(C#C[Si](C(C)C)(C(C)C)C(C)C)(O)C(F)(F)F.C(=O)(c1ccc([N+](=O)[O-])cc1)Cl
35455,COC(=O)c1ccc(-c2ccc(NCC3CCN(CC(C)(C)F)CC3)cc2)cc1,COC(=O)c1ccc(-c2ccc(N(CC3CCN(CC(C)(C)F)CC3)Cc3ccccc3)cc2)cc1
35456,COc1ccc2c(=O)[nH]c(-c3cc(C)c(OCCO)c(C)c3)nc2c1,COc1ccc2c(=O)[nH]c(-c3cc(C)c(OCCO[Si](C(C)(C)C)(C)C)c(C)c3)nc2c1
35457,N#Cc1ccc(OCC23CC4CC(CC(C4)C2)C3)c(C2CCC2)c1,N#Cc1ccc(OCC23CC4CC(CC(C4)C2)C3)c(C2(O)CCC2)c1
35458,FC(F)(F)c1cccc2c(-c3cccc(NCc4ccc5c(c4)OCCO5)c3)c(Cc3ccccc3)cnc12,FC(F)(F)c1cccc2c(-c3cccc(N)c3)c(Cc3ccccc3)cnc12.C(c1ccc2c(c1)OCCO2)=O
35459,C=CC[Si](c1ccc(F)cc1)(c1ccc(F)cc1)C(C)n1cncn1,C=CC[Si](c1ccc(F)cc1)(c1ccc(F)cc1)C(C)Cl.[nH]1cncn1
35460,CCCN1CCN(c2ccccc2C2CC(C)(C)C(C)(C)C2)CC1,CCC=O.N1CCN(c2ccccc2C2CC(C)(C)C(C)(C)C2)CC1
35461,NC1CCC(C(=O)N2CCN(c3cccc(C(F)(F)F)c3)CC2)C1,N(C1CCC(C(=O)N2CCN(c3cccc(C(F)(F)F)c3)CC2)C1)C(OC(C)(C)C)=O
35462,CCc1ccc(N=CN2CCN(Cc3ccc(Cl)nc3)C2=N[N+](=O)[O-])cc1,CCc1ccc(N=CN2CCNC2=N[N+](=O)[O-])cc1.C(c1ccc(Cl)nc1)Cl
35463,C=Cc1c(F)c(Cl)cc(C(C)Nc2ncnc3c2ncn3C2CCCCO2)c1OC,C=CB1OB(C=C)OB(C=C)O1.c1(Br)c(F)c(Cl)cc(C(C)Nc2ncnc3c2ncn3C2CCCCO2)c1OC
35464,COc1ccc2c(c1)CC(C(=O)Nc1ccc(Cl)c(C(F)(F)F)c1)CC2,COc1ccc2c(c1)CC(C(=O)O)CC2.Nc1ccc(Cl)c(C(F)(F)F)c1
35465,CC#CCOc1ccc(S(=O)(=O)NC)cc1,CC#CCOc1ccc(S(=O)(=O)Cl)cc1.NC
35466,Cc1ccc(COc2cc(F)ccc2-c2ncnc(Nc3cccc(CS(C)(=O)=O)c3)n2)cc1,Cc1ccc(CO)cc1.c1(F)cc(F)ccc1-c1ncnc(Nc2cccc(CS(C)(=O)=O)c2)n1
35467,CCCOc1ccc(NS(=O)(=O)N2CCN(C)CC2)cc1-c1nn2c(C3CCCC3)nc(C)c2c(=O)[nH]1,CCCOc1ccc(N)cc1-c1nn2c(C3CCCC3)nc(C)c2c(=O)[nH]1.S(=O)(=O)(N1CCN(C)CC1)Cl
35468,CCCCOc1cc(CCC(=O)O)ccc1-c1cccc(CN(C)C(=O)c2cccc(OC)c2)c1,CCCCOc1cc(CCC(=O)OC)ccc1-c1cccc(CN(C)C(=O)c2cccc(OC)c2)c1
35469,Clc1nc2cccnc2nc1-c1ccccc1,Clc1nc2cccnc2nc1Cl.c1(B(O)O)ccccc1
35470,CCC1C(=O)N(C)c2cnc(-n3ccnc3-c3cc(Cl)cc(Cl)c3)nc2N1C(C)C,CCC1C(=O)N(C)c2cnc(Cl)nc2N1C(C)C.[nH]1ccnc1-c1cc(Cl)cc(Cl)c1
35471,CC(O[Si](C)(C)C(C)(C)C)C(CO[Si](C)(C)C(C)(C)C)Cn1cnc2c(N)ncnc21,CC(O[Si](C)(C)C(C)(C)C)C(CO[Si](C)(C)C(C)(C)C)Cn1cnc2c(Cl)ncnc12.N
35472,CC1(C(=O)NCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)CCNCC1,CC1(C(=O)NCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)CCN(C(OC(C)(C)C)=O)CC1
35473,Cn1cc(CCBr)c2ccccc21,Cn1cc(CCO)c2ccccc12.BrC(Br)(Br)Br
35474,O=C(C=Cc1cccnc1)NCCCCC1CCN(S(=O)(=O)c2ccc3ccccc3c2)CC1,O=C(C=Cc1cccnc1)NCCCCC1CCNCC1.S(=O)(=O)(c1ccc2ccccc2c1)O
35475,CC(=O)OCC1(OS(C)(=O)=O)CSC2C(N=[N+]=[N-])C(=O)N2C1C(=O)OCc1ccc([N+](=O)[O-])cc1,CC(=O)OCC1(O)CSC2C(N=[N+]=[N-])C(=O)N2C1C(=O)OCc1ccc([N+](=O)[O-])cc1.S(C)(=O)(=O)Cl
35476,NC(=O)Nc1cc(-c2ccc(Cl)cc2)sc1C(=O)NC1CCCNC1,NC(=O)Nc1cc(-c2ccc(Cl)cc2)sc1C(=O)NC1CCCN(C(OC(C)(C)C)=O)C1
35477,O=[N+]([O-])c1ccc(OCc2ccccc2)cc1F,O=[N+]([O-])c1ccc(O)cc1F.C(c1ccccc1)Br
35478,CCCc1c(OCCCSCC2CSC(CCC(=O)OCC)(CCC(=O)OCC)O2)ccc(C(C)=O)c1O,CCCc1c(OCCCBr)ccc(C(C)=O)c1O.SCC1CSC(CCC(=O)OCC)(CCC(=O)OCC)O1
35479,COC(Cc1ccc(OCCCOc2ccc(OCC(F)(F)C(F)F)cc2)cc1)C(=O)O,COC(Cc1ccc(OCCCOc2ccc(OCC(F)(F)C(F)F)cc2)cc1)C(=O)OCC
35480,COc1ccc(N(Cc2ccc(N(C)C)cc2)C(=O)C2CCCc3c(OCc4ccccc4)cccc32)cn1,COc1ccc(NCc2ccc(N(C)C)cc2)cn1.C(=O)(C1CCCc2c(OCc3ccccc3)cccc21)O
35481,Cc1cc(C2CCc3nc(C(=O)N4CCC(Cc5ccccc5)CC4)cn3C2)ccc1F,Cc1cc(C2CCc3nc(C(=O)O)cn3C2)ccc1F.N1CCC(Cc2ccccc2)CC1
35482,CCC(c1nc2snc(C)c2c(=O)n1Cc1ccccc1)N(CCCNC(C)C)C(=O)c1ccc(C)cc1,CCC(c1nc2snc(C)c2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C)cc1.C(C)(C)=O
35483,CCOC(=O)c1ccc(OCCCC2CCN(c3nc(C(C)C)no3)CC2)nc1C,CCOC(=O)c1ccc(O)nc1C.C(CCC1CCN(c2nc(C(C)C)no2)CC1)O
35484,CC(C(N)=O)c1ccccc1CCc1nc(Nc2ccc(C3CCNCC3)nc2)ncc1Cl,CC(C(N)=O)c1ccccc1CCc1nc(Nc2ccc(C3CCN(C(OC(C)(C)C)=O)CC3)nc2)ncc1Cl
35485,Cc1c(F)cccc1Nc1nc2ccc(CC(=O)O)c(F)c2o1,Cc1c(F)cccc1Nc1nc2ccc(CC(=O)OC)c(F)c2o1
35486,CCOC(=O)C1(c2ccc(-c3ccc(-c4onc(C)c4CCOCc4ccccn4)cc3)cc2)CC1,CCOC(=O)C1(c2ccc(-c3ccc(-c4onc(C)c4CCO)cc3)cc2)CC1.C(c1ccccn1)Br
35487,CCOC(=O)Cc1c(C)[nH]c2ccc(F)cc12,CCOC(=O)CCC(C)=O.N(c1ccc(F)cc1)N
35488,Cc1ccc(CN2CCN(S(=O)(=O)NC(Cc3ccc(-c4noc(-c5ccc(NC(=O)OC(C)(C)C)cc5)n4)c(F)c3)C(=O)O)CC2)cc1,Cc1ccc(CN2CCN(S(=O)(=O)NC(Cc3ccc(-c4noc(-c5ccc(NC(=O)OC(C)(C)C)cc5)n4)c(F)c3)C(=O)OCC)CC2)cc1
35489,CCOC(=O)C1CCN(c2nc(Br)cs2)CC1,CCOC(=O)C1CCNCC1.c1(Br)nc(Br)cs1
35490,COCCCN1CCOc2ccc(C(OC3CNCC(OCC#CCN4CCOCC4)C3c3ccc(OC)cc3)S(=O)(=O)c3ccc(C)cc3)cc21,COCCCN1CCOc2ccc(C(OC3CNCC(OCC#C)C3c3ccc(OC)cc3)S(=O)(=O)c3ccc(C)cc3)cc21.C=O.N1CCOCC1
35491,COC(=O)C(C)(Cc1c[nH]c2ccccc12)NC(=O)c1cc(C#Cc2ccccc2)ccc1OC(C)C,COC(=O)C(C)(Cc1c[nH]c2ccccc12)N.C(=O)(c1cc(C#Cc2ccccc2)ccc1OC(C)C)O
35492,CC1(C)COc2ccc(O)cc21,CC1(C)COc2ccc(OC)cc21
35493,CNC(C#N)C1CCC(CO[Si](C)(C)C(C)(C)C)C1,CN.C(C1CCC(CO[Si](C)(C)C(C)(C)C)C1)=O.[C-]#N
35494,CCC(CC)(c1ccc(C=CC(O)(C(F)(F)F)C(F)(F)F)c(C)c1)c1ccc(-c2ccc(CC(=O)O)c(Cl)c2)c(C)c1,CCC(CC)(c1ccc(C=CC(O)(C(F)(F)F)C(F)(F)F)c(C)c1)c1ccc(-c2ccc(CC(=O)OC)c(Cl)c2)c(C)c1
35495,CC(C)N(C(=O)CCl)c1ccc(F)cc1,CC(C)Nc1ccc(F)cc1.C(=O)(CCl)Cl
35496,CCc1ccc(S(=O)(=O)NC(C)(C)C)o1,CCc1ccc(S(=O)(=O)O)o1.NC(C)(C)C
35497,COC(=O)C(CCSC)NC(=O)CCc1ccc(O)cc1,COC(=O)C(CCSC)N.C(=O)(CCc1ccc(O)cc1)O
35498,COC(=O)c1ccc(CBr)c(Cl)c1,COC(=O)c1ccc(C)c(Cl)c1.BrN1C(=O)CCC1=O
35499,CC(c1ccc(C(=O)O)cc1)n1ccccc1=O,CC(c1ccc(C(=O)OC)cc1)n1ccccc1=O
35500,CN1CCC(CC(=O)O)CC1,C=O.N1CCC(CC(=O)O)CC1
35501,CCCN(CCSc1ccc(OCC(=O)OCC)c(C)c1)S(=O)(=O)c1sc2ccc(C(F)(F)F)cc2c1C,CCCNCCSc1ccc(OCC(=O)OCC)c(C)c1.S(=O)(=O)(c1sc2ccc(C(F)(F)F)cc2c1C)Cl
35502,COC(=O)c1cccc(NC(=O)c2ccc(OCC(C)C)c(C#N)c2)c1Cl,COC(=O)c1cccc(N)c1Cl.C(=O)(c1ccc(OCC(C)C)c(C#N)c1)O
35503,CC(c1oc(=O)c2ccccc2c1-c1ccccc1)n1nc(-c2cccc3[nH]ncc23)c2c(N)ncnc21,CC(c1oc(=O)c2ccccc2c1-c1ccccc1)n1nc(I)c2c(N)ncnc12.c1([Sn](C)(C)C)cccc2[nH]ncc12
35504,O=C1Nc2ccc(-c3ccccc3)cc2C1=Cc1cc2cc(OCCN3CCCC3)ccc2[nH]1,O=C1Nc2ccc(-c3ccccc3)cc2C1.C(c1cc2cc(OCCN3CCCC3)ccc2[nH]1)=O
35505,OCC1CCc2ccccc2C1,OC(C1CCc2ccccc2C1)=O
35506,C=C1CN(C(=O)OC(C)(C)C)C1,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.C1(=O)CN(C(=O)OC(C)(C)C)C1
35507,COCCNc1cccc2c(-c3ccnc(NC4CCCC4)n3)c(-c3ccc(OC)cc3)nn12,COCCN.c1(Cl)cccc2c(-c3ccnc(NC4CCCC4)n3)c(-c3ccc(OC)cc3)nn12
35508,CC1CCCN1c1nc2cc(NC(=O)c3c(-c4nc(C(F)F)cs4)cnn3C)ccn2n1,CC1CCCN1.c1(Br)nc2cc(NC(=O)c3c(-c4nc(C(F)F)cs4)cnn3C)ccn2n1
35509,COc1ccccc1OC(c1ccccc1)C(O)CN,COc1ccccc1OC(c1ccccc1)C(O)C[N+](=O)[O-]
35510,O=C(O)c1nc(C(Cl)(Cl)Cl)n(-c2cccc(C(F)(F)F)c2)n1,O=C(OC)c1nc(C(Cl)(Cl)Cl)n(-c2cccc(C(F)(F)F)c2)n1
35511,CCn1c2c(c(=O)n1-c1ccccc1Cl)C1CCC2(C)C1(C)C,CCI.[nH]1c2c(c(=O)n1-c1ccccc1Cl)C1CCC2(C)C1(C)C
35512,CCCCCCCCC(=O)OC1(C#Cc2cccc(C)c2)CCCC2C1CCN2C(=O)OC,CCCCCCCCC(=O)O.C1(C#Cc2cccc(C)c2)(O)CCCC2C1CCN2C(=O)OC
35513,CCOC(=O)C1CC12CCN(C1CCOCC1)CC2,CCOC(=O)C1CC12CCNCC2.C1(=O)CCOCC1
35514,Cc1ncn(-c2cccc(Nc3cc(-c4cccs4)ncn3)c2)c1C,Cc1ncn(-c2cccc(N)c2)c1C.c1(Cl)cc(-c2cccs2)ncn1
35515,CCN(CC)CC1CC(=O)N(Cc2ccccc2)C1,CCNCC.C(C1CC(=O)N(Cc2ccccc2)C1)Cl
35516,Cc1cnc(N2CCC(N(C(=O)c3ccc(-c4cnco4)cc3)C3CC3)CC2)cn1,Cc1cnc(Cl)cn1.N1CCC(N(C(=O)c2ccc(-c3cnco3)cc2)C2CC2)CC1
35517,CC(C)(C)CC1NC(C(=O)Nc2ccsc2C(N)=O)C(c2cccc(Cl)c2F)C1(C#N)c1ccc(Cl)cc1F,CC(C)(C)CC1NC(C(=O)O)C(c2cccc(Cl)c2F)C1(C#N)c1ccc(Cl)cc1F.Nc1ccsc1C(N)=O
35518,COc1c(C(C)n2nc(C)c3c(N)ncnc32)cc(Cl)c(C)c1C1CNC1,COc1c(C(C)n2nc(C)c3c(N)ncnc23)cc(Cl)c(C)c1C1CN(C(OC(C)(C)C)=O)C1
35519,Nc1cccc(C(=O)c2ccc3c(c2)CC(=O)N3)c1,[N+](c1cccc(C(=O)c2ccc3c(c2)CC(=O)N3)c1)(=O)[O-]
35520,COCCCNC(=O)c1ccc(S(=O)(=O)Nc2nc3ccccc3nc2Nc2cc(OC)cc(OC)c2)cc1,COCCCN.C(=O)(c1ccc(S(=O)(=O)Nc2nc3ccccc3nc2Nc2cc(OC)cc(OC)c2)cc1)O
35521,O=C(Nc1nc[nH]n1)OCC(Cl)(Cl)Cl,O=C(OCC(Cl)(Cl)Cl)Cl.Nc1nc[nH]n1
35522,Cc1cnc(C(O)(C(C)c2ccc(O)cc2Cl)C(F)(F)F)cn1,Cc1cnc(C(O)(C(C)c2ccc(OC)cc2Cl)C(F)(F)F)cn1
35523,CCCCCCCCOc1ccc(C(=O)Oc2ccc(C(=O)OC(CF)CCCCCCCC)cc2)cc1,CCCCCCCCOc1ccc(C(=O)O)cc1.Oc1ccc(C(=O)OC(CF)CCCCCCCC)cc1
35524,CN(C)CC(COC(c1ccccc1)(c1ccccc1)c1ccccc1)OS(C)(=O)=O,CN(C)CC(COC(c1ccccc1)(c1ccccc1)c1ccccc1)O.S(C)(=O)(=O)Cl
35525,CC1=NOC2(CCC(C(=O)O)CC2)C1,CC1=NOC2(CCC(C(=O)OCC)CC2)C1
35526,Cc1nnc(-c2ccc(C)c(-c3ccc(C(=O)NCc4ccccc4Cl)cc3)c2)o1,Cc1nnc(-c2ccc(C)c(-c3ccc(C(=O)O)cc3)c2)o1.NCc1ccccc1Cl
35527,Fc1ccc2ncc(-c3nc(NC4CCCNC4)cc(OCCN4CCCC4)n3)n2c1,Fc1ccc2ncc(-c3nc(NC4CCCN(C(OC(C)(C)C)=O)C4)cc(OCCN4CCCC4)n3)n2c1
35528,CCCCCCCCCCCCCCCCNc1ccc(C(=O)OC(C)C(CO)C(C)O)cc1,CCCCCCCCCCCCCCCCNc1ccc(C(=O)Cl)cc1.OC(C)C(CO)C(C)O
35529,COC(=O)c1cc(OCCCN2CCCCC2)ccc1NC(=O)c1cccc(CCl)c1,COC(=O)c1cc(OCCCN2CCCCC2)ccc1N.C(=O)(c1cccc(CCl)c1)O
35530,COC(=O)c1ccc(C(=O)OC)c(-c2ccccc2C)c1,COC(=O)c1ccc(C(=O)OC)c(I)c1.c1(B(O)O)ccccc1C
35531,Cc1ccc(S(=O)(=O)OCC2Cc3cccc(-c4ccccc4C(F)(F)F)c3O2)cc1,Cc1ccc(S(=O)(=O)OCC2Cc3cccc(Br)c3O2)cc1.c1(B(O)O)ccccc1C(F)(F)F
35532,CC(=O)c1ccccc1-c1ccc(C)cc1,CC(=O)c1ccccc1Br.c1([Sn](C)(C)C)ccc(C)cc1
35533,CC1CN(c2ccc(C#N)cn2)CCN1,CC1CNCCN1.c1(Cl)ccc(C#N)cn1
35534,COCC1CCN1c1ncnc(Nc2cccc(CS(N)(=O)=O)c2)n1,COCC1CCN1.c1(Cl)ncnc(Nc2cccc(CS(N)(=O)=O)c2)n1
35535,Cc1ccc(C(=O)NCC2CC2)cc1-c1nc(NC2CCNCC2)nc2c1ccc(=O)n2-c1c(F)cccc1F,Cc1ccc(C(=O)NCC2CC2)cc1-c1nc(NC2CCN(C(OC(C)(C)C)=O)CC2)nc2c1ccc(=O)n2-c1c(F)cccc1F
35536,COC(=O)C1(C)CCC2(C)CCC3(C)C4(C)CCC5C(C)(C)C(=O)C(C#N)=CC5(C)C4=CC(=O)C3(O)C2C1,COC(=O)C1(C)CCC2(C)CCC3(C)C4(C)CCC5C(C)(C)C(=O)C(I)=CC5(C)C4=CC(=O)C3(O)C2C1.C(#N)[Cu]
35537,CON(C)C(=O)C(CC(C)C)NC(=O)OC(C)(C)C,CONC.C(=O)(C(CC(C)C)NC(=O)OC(C)(C)C)O
35538,C=CCOC1CC(n2cc(C#CCNC(=O)C(F)(F)F)c(N)nc2=O)OC1CO,C=CCOC1CC(n2cc(I)c(N)nc2=O)OC1CO.C#CCNC(=O)C(F)(F)F
35539,COc1c(Br)cccc1Br,CI.Oc1c(Br)cccc1Br
35540,CCNC(=O)c1ccc(C)c(-c2ccc3c(C4CCNCC4)n[nH]c3c2)c1,CCNC(=O)c1ccc(C)c(-c2ccc3c(C4=CCNCC4)n[nH]c3c2)c1
35541,Nc1ccc(S(=O)(=O)n2cccc2C(=O)OC(Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1,[N+](c1ccc(S(=O)(=O)n2cccc2C(=O)OC(Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1)(=O)[O-]
35542,CCCS(=O)(=O)Nc1c(C)cc(OC(=O)NC)cc1C,CCCS(=O)(=O)Cl.Nc1c(C)cc(OC(=O)NC)cc1C
35543,COCc1cc(C)c([N+](=O)[O-])c(C)c1,CI.OCc1cc(C)c([N+](=O)[O-])c(C)c1
35544,CC(C)(C)c1cc2ncc(C#Cc3ccc(Cl)nc3)cn2n1,CC(C)(C)c1cc2ncc(C#C)cn2n1.c1(I)ccc(Cl)nc1
35545,C=C1CCN(C(=O)OC(C)(C)C)CC1C,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.C1(=O)CCN(C(=O)OC(C)(C)C)CC1C
35546,COc1cc2nc(N3CCC(Nc4ccc(C(=O)O)cn4)CC3)nc(N)c2cc1OC,COc1cc2nc(N3CCC(Nc4ccc(C(=O)OC)cn4)CC3)nc(N)c2cc1OC
35547,COc1ccc(-n2nc(-c3c(F)cccc3Cl)[nH]c2=O)cc1C(=O)NCC1CC1,COc1ccc(-n2nc(-c3c(F)cccc3Cl)[nH]c2=O)cc1C(=O)O.NCC1CC1
35548,Cn1cc(CC(NC(=O)OC(C)(C)C)C(=O)O)c2ccccc21,Cn1cc(CC(N)C(=O)O)c2ccccc12.C(=O)(OC(C)(C)C)OC(OC(C)(C)C)=O
35549,CCOC(=O)COCCCCN1C(=O)CCCC1C=CC(O)Cc1cccc(Cl)c1,CCOC(=O)COCCCCN1C(=O)CCCC1C=CC(=O)Cc1cccc(Cl)c1
35550,O=[N+]([O-])c1ccc(NCCc2ccccc2)cc1,O=[N+]([O-])c1ccc(Cl)cc1.NCCc1ccccc1
35551,CN(O)Cc1nnc2n1-c1ccc(Br)cc1C(c1ccccn1)=NC2,CNO.C(c1nnc2n1-c1ccc(Br)cc1C(c1ccccn1)=NC2)Cl
35552,CC(C)Cc1cnc(N2CCN(C(=O)OC(C)(C)C)CC2)c2nncn12,CC(C)C[Zn+].c1(Br)cnc(N2CCN(C(=O)OC(C)(C)C)CC2)c2nncn12
35553,OC(CCCN1CCC(Cc2ccc(Cl)c3ccccc23)CC1)c1ccccc1,O=C(CCCN1CCC(Cc2ccc(Cl)c3ccccc23)CC1)c1ccccc1
35554,COC(=O)c1cc(C(F)(F)F)cc(C)c1N,COC(=O)c1cc(C(F)(F)F)cc(I)c1N.CB1OB(C)OB(C)O1
35555,COc1cc(NC(=O)Nc2ccc(-c3c(C(N)=O)[nH]c4cnccc34)cc2)cc(OC)c1,COc1cc(N=C=O)cc(OC)c1.Nc1ccc(-c2c(C(N)=O)[nH]c3cnccc23)cc1
35556,O=C(O)C(O)c1ccc(-c2ccccc2Cl)cc1,O=C(OCC)C(O)c1ccc(-c2ccccc2Cl)cc1
35557,COc1ccc(Cn2nc(C)c(-c3ccc4c(c3)NC(=O)CO4)c2-c2ccc(F)cc2)cn1,COc1ccc(Cn2nc(C)c(Br)c2-c2ccc(F)cc2)cn1.c1(B2OC(C)(C)C(C)(C)O2)ccc2c(c1)NC(=O)CO2
35558,CS(=O)(=O)OCc1ccc(C2(O)COC2)cc1,CS(=O)(=O)Cl.OCc1ccc(C2(O)COC2)cc1
35559,Cc1ccsc1-c1ccncc1,Cc1ccsc1Br.c1(B(O)O)ccncc1
35560,C#CC(C)(C)n1c2ccccc2c2ccccc21,C#CC(C)(C)Cl.[nH]1c2ccccc2c2ccccc12
35561,CC1CC(c2ccco2)=CCN1C(=O)c1cc2ncc(Cl)cn2n1,CC1CC(c2ccco2)=CCN1.C(=O)(c1cc2ncc(Cl)cn2n1)O
35562,Cc1cnc2c(c1)CCCC2NC(N)=S,Cc1cnc2c(c1)CCCC2NC(NC(=O)c1ccccc1)=S
35563,N#Cc1cc(Br)ccc1COc1ccc(Cl)c(Cl)c1,N#Cc1cc(Br)ccc1CBr.Oc1ccc(Cl)c(Cl)c1
35564,OCc1ccc(SCc2ccccc2)cc1,O=Cc1ccc(SCc2ccccc2)cc1
35565,CCCCOCCOc1ccc(-c2ccc(N(C)CCOC)c(C=CC(=O)Nc3ccc(S(=O)Cc4cncn4CCC)cc3)c2)cc1,CCCCOCCOc1ccc(-c2ccc(N(C)CCOC)c(C=CC(=O)O)c2)cc1.Nc1ccc(S(=O)Cc2cncn2CCC)cc1
35566,COc1cc2nccc(Oc3ccc(N)cc3)c2cc1OC,COc1cc2nccc(Oc3ccc(N)cc3Cl)c2cc1OC
35567,N#Cc1ccc(-c2ccnc(NN)c2Br)cc1,N#Cc1ccc(-c2ccnc(Cl)c2Br)cc1.NN
35568,CC(NC(=O)C1=C(O)c2cc(Cl)ccc2C2(CCOCC2)C1=O)C(=O)O,CC(NC(=O)C1=C(O)c2cc(Cl)ccc2C2(CCOCC2)C1=O)C(=O)OC(C)(C)C
35569,CC(=O)N(CC(C)C)c1cn2ccn(Cc3cccc(Cl)c3)c(=O)c2c(O)c1=O,CC(=O)Cl.N(CC(C)C)c1cn2ccn(Cc3cccc(Cl)c3)c(=O)c2c(O)c1=O
35570,CC(NC(=O)OC(C)(C)C)c1ccc(Br)cc1F,CC([NH3+])c1ccc(Br)cc1F.C(=O)(OC(C)(C)C)OC(OC(C)(C)C)=O
35571,CC(C)(C)OC(=O)NS(=O)(=O)Cl,CC(C)(C)O.C(=O)=NS(=O)(=O)Cl
35572,Clc1cncc(OC2CCCc3ccccc32)n1,Clc1cncc(Cl)n1.OC1CCCc2ccccc21
